signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
jkff_tb2.qb,6,0,0.0,0.00015789473684210527,0.00015789473684210527,0.7368421052631579,0,6
jkff_tb2.q,6,0,0.0,0.00015789473684210527,0.00015789473684210527,0.21052631578947367,0,6
jkff_tb2.clk,25,0,0.0,0.0005,0.0005,0.48,0,25
jkff_tb2.jk[1:0],8,0,0.0,0.00017391304347826088,0.00017391304347826088,0.43478260869565216,0,8
jkff_tb2.dut._1_,5,0,0.0,0.00013513513513513514,0.00013513513513513514,0.2702702702702703,0,5
jkff_tb2.dut.clk,25,0,0.0,0.0005,0.0005,0.48,0,25
jkff_tb2.dut.jk[1:0],8,0,0.0,0.00017391304347826088,0.00017391304347826088,0.43478260869565216,0,8
jkff_tb2.dut.qb,6,0,0.0,0.00015789473684210527,0.00015789473684210527,0.7368421052631579,0,6
jkff_tb2.dut._0_,7,0,0.0,0.0001891891891891892,0.0001891891891891892,0.1891891891891892,0,7
jkff_tb2.dut.q,6,0,0.0,0.00015789473684210527,0.00015789473684210527,0.21052631578947367,0,6
