signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
seq_tb.z,2,0,0.0,0.044444444444444446,0.044444444444444446,0.17777777777777778,0,2
seq_tb.clk,13,0,0.0,0.2,0.2,0.46153846153846156,0,13
seq_tb.rst,1,0,0.0,0.1,0.1,1.0,0,1
seq_tb.x,4,0,0.0,0.0851063829787234,0.0851063829787234,0.3191489361702128,0,4
seq_tb.DUT._0_,4,0,0.0,0.07272727272727272,0.07272727272727272,0.2,0,4
seq_tb.DUT._1_,4,0,0.0,0.06153846153846154,0.06153846153846154,0.3076923076923077,0,4
seq_tb.DUT._2_,4,0,0.0,0.0851063829787234,0.0851063829787234,0.425531914893617,0,4
seq_tb.DUT.clk,13,0,0.0,0.2,0.2,0.46153846153846156,0,13
seq_tb.DUT.rst,1,0,0.0,0.1,0.1,1.0,0,1
seq_tb.DUT.x,4,0,0.0,0.0851063829787234,0.0851063829787234,0.3191489361702128,0,4
seq_tb.DUT.z,2,0,0.0,0.044444444444444446,0.044444444444444446,0.17777777777777778,0,2
seq_tb.DUT.PS[3:0],6,0,0.0,0.09230769230769231,0.09230769230769231,0.0,0,6
seq_tb.DUT.\PS_reg[1],4,0,0.0,0.06153846153846154,0.06153846153846154,0.3076923076923077,0,4
seq_tb.DUT.\PS_reg[2],4,0,0.0,0.07272727272727272,0.07272727272727272,0.36363636363636365,0,4
seq_tb.DUT.\PS_reg[3],3,0,0.0,0.046153846153846156,0.046153846153846156,0.15384615384615385,0,3
