signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
dff_tb.Q_bar,2,0,0.0,0.1,0.1,0.0,0,2
dff_tb.Q,2,0,0.0,0.1,0.1,0.5,0,2
dff_tb.D,2,0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0,2
dff_tb.clk,6,0,0.0,0.2,0.2,0.5,0,6
dff_tb.DUT.D,2,0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0,2
dff_tb.DUT._0_,2,0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,2
dff_tb.DUT.clk,6,0,0.0,0.2,0.2,0.5,0,6
dff_tb.DUT.Q,2,0,0.0,0.1,0.1,0.5,0,2
dff_tb.DUT.Q_bar,2,0,0.0,0.1,0.1,0.0,0,2
