signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
half_adder_tb2.SUM,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.14285714285714285,0,3
half_adder_tb2.CARRY,2,0,0.0,5.714285714285714e-05,5.714285714285714e-05,0.5714285714285714,0,2
half_adder_tb2.t_a,1,0,0.0,6.666666666666667e-05,6.666666666666667e-05,0.0,0,1
half_adder_tb2.t_b,2,0,0.0,5.714285714285714e-05,5.714285714285714e-05,0.7142857142857143,0,2
half_adder_tb2.dut.a,1,0,0.0,6.666666666666667e-05,6.666666666666667e-05,0.0,0,1
half_adder_tb2.dut.b,2,0,0.0,5.714285714285714e-05,5.714285714285714e-05,0.7142857142857143,0,2
half_adder_tb2.dut.carry,2,0,0.0,5.714285714285714e-05,5.714285714285714e-05,0.5714285714285714,0,2
half_adder_tb2.dut.sum,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.14285714285714285,0,3
