signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
encoder4x2_tb3.out[1:0],7,0,0.0,0.00012727272727272728,0.00012727272727272728,0.2,0,7
encoder4x2_tb3.d[3:0],8,0,0.0,0.00014545454545454546,0.00014545454545454546,0.2909090909090909,0,8
encoder4x2_tb3.dut._00_,5,0,0.0,9.09090909090909e-05,9.09090909090909e-05,0.41818181818181815,0,5
encoder4x2_tb3.dut._01_,4,0,0.0,0.00011428571428571428,0.00011428571428571428,0.6857142857142857,0,4
encoder4x2_tb3.dut._02_,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.6,0,4
encoder4x2_tb3.dut._03_,5,0,0.0,9.09090909090909e-05,9.09090909090909e-05,0.41818181818181815,0,5
encoder4x2_tb3.dut._04_,3,0,0.0,5.4545454545454546e-05,5.4545454545454546e-05,0.38181818181818183,0,3
encoder4x2_tb3.dut._05_,6,0,0.0,0.00010909090909090909,0.00010909090909090909,0.4909090909090909,0,6
encoder4x2_tb3.dut._06_,3,0,0.0,5.4545454545454546e-05,5.4545454545454546e-05,0.9090909090909091,0,3
encoder4x2_tb3.dut._07_,4,0,0.0,0.00011428571428571428,0.00011428571428571428,0.6857142857142857,0,4
encoder4x2_tb3.dut.d[3:0],8,0,0.0,0.00014545454545454546,0.00014545454545454546,0.2909090909090909,0,8
encoder4x2_tb3.dut.out[1:0],7,0,0.0,0.00012727272727272728,0.00012727272727272728,0.2,0,7
