signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
traffic_light_controller_tb.dut._048_,94711,0,0.0,2.9629548522526947e-05,2.9629548522526947e-05,0.14814617840422586,0,94711
traffic_light_controller_tb.dut._050_,23678,0,0.0,7.40774343516191e-06,7.40774343516191e-06,0.8888838484725714,0,23678
traffic_light_controller_tb.dut._051_,23678,0,0.0,7.407812961951973e-06,7.407812961951973e-06,0.9629609351902402,0,23678
traffic_light_controller_tb.dut._052_,23678,0,0.0,7.407604385497013e-06,7.407604385497013e-06,0.7777718684350896,0,23678
traffic_light_controller_tb.dut._053_,23678,0,0.0,7.407812961951973e-06,7.407812961951973e-06,0.9259218703804802,0,23678
traffic_light_controller_tb.dut._054_,189422,0,0.0,5.925928243278966e-05,5.925928243278966e-05,0.7037035878360517,0,189422
traffic_light_controller_tb.dut._055_,47356,0,0.0,1.4815208770994026e-05,1.4815208770994026e-05,0.14815208770994026,0,47356
traffic_light_controller_tb.dut._056_,23678,0,0.0,7.407534862622107e-06,7.407534862622107e-06,0.8888869770606684,0,23678
traffic_light_controller_tb.dut._057_,23678,0,0.0,7.407604385497013e-06,7.407604385497013e-06,0.9629619780725149,0,23678
traffic_light_controller_tb.dut._058_,23677,0,0.0,7.407222018004208e-06,7.407222018004208e-06,0.8518618165322739,0,23677
traffic_light_controller_tb.dut._059_,71033,0,0.0,2.2222083181474768e-05,2.2222083181474768e-05,0.3333328119305304,0,71033
traffic_light_controller_tb.dut._060_,23677,0,0.0,7.407152499370406e-06,7.407152499370406e-06,0.9629658017115569,0,23677
traffic_light_controller_tb.dut._061_,23677,0,0.0,7.407222018004208e-06,7.407222018004208e-06,0.7407581789314792,0,23677
traffic_light_controller_tb.dut._062_,47356,0,0.0,1.4815069725244214e-05,1.4815069725244214e-05,0.7777739541213368,0,47356
traffic_light_controller_tb.dut._063_,47355,0,0.0,1.4814895923439946e-05,1.4814895923439946e-05,0.48146300030189787,0,47355
traffic_light_controller_tb.dut._064_,23677,0,0.0,7.407222018004208e-06,7.407222018004208e-06,0.7407581789314792,0,23677
traffic_light_controller_tb.dut._065_,0,0,0.0,0.0,0.0,0.0,0,0
traffic_light_controller_tb.dut._066_,23678,0,0.0,7.407604385497013e-06,7.407604385497013e-06,0.3333421973473656,0,23678
traffic_light_controller_tb.dut._067_,23677,0,0.0,7.407222018004208e-06,7.407222018004208e-06,0.6296451559921477,0,23677
traffic_light_controller_tb.dut._068_,23677,0,0.0,7.4072915379429335e-06,7.4072915379429335e-06,0.3703489345194427,0,23677
traffic_light_controller_tb.dut._069_,0,0,0.0,0.0,0.0,0.0,0,0
traffic_light_controller_tb.dut._070_,47354,0,0.0,1.4814444036008416e-05,1.4814444036008416e-05,0.22221666054012623,0,47354
traffic_light_controller_tb.dut._071_,47355,0,0.0,1.4814756880626315e-05,1.4814756880626315e-05,0.3703642293463894,0,47355
traffic_light_controller_tb.dut._072_,23677,0,0.0,7.4074305817353045e-06,7.4074305817353045e-06,0.5925694182646959,0,23677
traffic_light_controller_tb.dut._073_,23677,0,0.0,7.4074305817353045e-06,7.4074305817353045e-06,0.29631443020787546,0,23677
traffic_light_controller_tb.dut._074_,0,0,0.0,0.0,0.0,0.0,0,0
traffic_light_controller_tb.dut._075_,47354,0,0.0,1.4814861163470609e-05,1.4814861163470609e-05,0.22222291745205913,0,47354
traffic_light_controller_tb.dut._076_,47354,0,0.0,1.4814444036008416e-05,1.4814444036008416e-05,0.44444427064187897,0,47354
traffic_light_controller_tb.dut._077_,23678,0,0.0,7.407534862622107e-06,7.407534862622107e-06,0.6666609311820052,0,23678
traffic_light_controller_tb.dut._078_,23678,0,0.0,7.407534862622107e-06,7.407534862622107e-06,0.2222260458786632,0,23678
traffic_light_controller_tb.dut._079_,0,0,0.0,0.0,0.0,0.0,0,0
traffic_light_controller_tb.dut._080_,71032,0,0.0,2.2221978898630523e-05,2.2221978898630523e-05,0.6666703165205422,0,71032
traffic_light_controller_tb.dut._081_,47355,0,0.0,1.4814895923439946e-05,1.4814895923439946e-05,0.48146300030189787,0,47355
traffic_light_controller_tb.dut._082_,0,0,0.0,0.0,0.0,0.0,0,0
traffic_light_controller_tb.dut._083_,142065,0,0.0,4.4443992560601534e-05,4.4443992560601534e-05,0.7777737803437828,0,142065
traffic_light_controller_tb.dut._084_,213099,0,0.0,6.66662495444243e-05,6.66662495444243e-05,0.555553643745278,0,213099
