signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy,design
srff_tb3.qb,6,0,0.0,0.0001304347826086,0.0001304347826086,0.3478260869565217,0,6,srff_gl3
srff_tb3.q,6,0,0.0,0.0001304347826086,0.0001304347826086,0.6086956521739131,0,6,srff_gl3
srff_tb3.clk,26,0,0.0,0.0005,0.0005,0.5,0,26,srff_gl3
srff_tb3.sr[1:0],8,0,0.0,0.0001860465116279,0.0001860465116279,0.1860465116279069,0,8,srff_gl3
srff_tb3.dut._0_,5,0,0.0,0.0001162790697674,0.0001162790697674,0.6976744186046512,0,5,srff_gl3
srff_tb3.dut._1_,6,0,0.0,0.0001395348837209,0.0001395348837209,0.5813953488372093,0,6,srff_gl3
srff_tb3.dut._2_,5,0,0.0,0.0001428571428571,0.0001428571428571,0.5142857142857142,0,5,srff_gl3
srff_tb3.dut.clk,26,0,0.0,0.0005,0.0005,0.5,0,26,srff_gl3
srff_tb3.dut.qb,6,0,0.0,0.0001304347826086,0.0001304347826086,0.3478260869565217,0,6,srff_gl3
srff_tb3.dut.sr[1:0],8,0,0.0,0.0001860465116279,0.0001860465116279,0.1860465116279069,0,8,srff_gl3
srff_tb3.dut.q,6,0,0.0,0.0001304347826086,0.0001304347826086,0.6086956521739131,0,6,srff_gl3
jkff_tb2.qb,6,0,0.0,0.0001578947368421,0.0001578947368421,0.7368421052631579,0,6,jkff_gl2
jkff_tb2.q,6,0,0.0,0.0001578947368421,0.0001578947368421,0.2105263157894736,0,6,jkff_gl2
jkff_tb2.clk,25,0,0.0,0.0005,0.0005,0.48,0,25,jkff_gl2
jkff_tb2.jk[1:0],8,0,0.0,0.0001739130434782,0.0001739130434782,0.4347826086956521,0,8,jkff_gl2
jkff_tb2.dut._1_,5,0,0.0,0.0001351351351351,0.0001351351351351,0.2702702702702703,0,5,jkff_gl2
jkff_tb2.dut.clk,25,0,0.0,0.0005,0.0005,0.48,0,25,jkff_gl2
jkff_tb2.dut.jk[1:0],8,0,0.0,0.0001739130434782,0.0001739130434782,0.4347826086956521,0,8,jkff_gl2
jkff_tb2.dut.qb,6,0,0.0,0.0001578947368421,0.0001578947368421,0.7368421052631579,0,6,jkff_gl2
jkff_tb2.dut._0_,7,0,0.0,0.0001891891891891,0.0001891891891891,0.1891891891891892,0,7,jkff_gl2
jkff_tb2.dut.q,6,0,0.0,0.0001578947368421,0.0001578947368421,0.2105263157894736,0,6,jkff_gl2
demux1x4_tb2.o3,2,0,0.0,0.0001,0.0001,0.25,0,2,demux1x4gl2
demux1x4_tb2.o2,4,0,0.0,0.00016,0.00016,0.4,0,4,demux1x4gl2
demux1x4_tb2.o0,3,0,0.0,0.0001,0.0001,0.3333333333333333,0,3,demux1x4gl2
demux1x4_tb2.a[3:0],5,0,0.0,0.0001666666666666,0.0001666666666666,0.0,0,5,demux1x4gl2
demux1x4_tb2.sel[1:0],6,0,0.0,0.0002,0.0002,0.0,0,6,demux1x4gl2
demux1x4_tb2.dut._00_,4,0,0.0,0.00016,0.00016,0.6,0,4,demux1x4gl2
demux1x4_tb2.dut._01_,3,0,0.0,0.0001,0.0001,0.6666666666666666,0,3,demux1x4gl2
demux1x4_tb2.dut._02_,1,0,0.0,3.3333333333333335e-05,3.3333333333333335e-05,1.0,0,1,demux1x4gl2
demux1x4_tb2.dut._03_,4,0,0.0,0.0002,0.0002,0.5,0,4,demux1x4gl2
demux1x4_tb2.dut.a[3:0],5,0,0.0,0.0001666666666666,0.0001666666666666,0.0,0,5,demux1x4gl2
demux1x4_tb2.dut.o0,3,0,0.0,0.0001,0.0001,0.3333333333333333,0,3,demux1x4gl2
demux1x4_tb2.dut.o2,4,0,0.0,0.00016,0.00016,0.4,0,4,demux1x4gl2
demux1x4_tb2.dut.o3,2,0,0.0,0.0001,0.0001,0.25,0,2,demux1x4gl2
demux1x4_tb2.dut.sel[1:0],6,0,0.0,0.0002,0.0002,0.0,0,6,demux1x4gl2
decoder2x4_tb.out[3:0],3,0,0.0,0.0001428571428571,0.0001428571428571,0.238095238095238,0,3,decoder2x4_gl
decoder2x4_tb.in[1:0],3,0,0.0,0.0001428571428571,0.0001428571428571,0.4761904761904761,0,3,decoder2x4_gl
decoder2x4_tb.dut.in[1:0],3,0,0.0,0.0001428571428571,0.0001428571428571,0.4761904761904761,0,3,decoder2x4_gl
decoder2x4_tb.dut.out[3:0],3,0,0.0,0.0001428571428571,0.0001428571428571,0.238095238095238,0,3,decoder2x4_gl
encoder4x2_tb.out[1:0],7,0,0.0,0.000175,0.000175,0.375,0,7,encoder4x2_gl
encoder4x2_tb.d[3:0],8,0,0.0,0.0002,0.0002,0.125,0,8,encoder4x2_gl
encoder4x2_tb.dut._00_,5,0,0.0,0.000125,0.000125,0.375,0,5,encoder4x2_gl
encoder4x2_tb.dut._01_,6,0,0.0,0.00015,0.00015,0.625,0,6,encoder4x2_gl
encoder4x2_tb.dut._02_,4,0,0.0,0.0001142857142857,0.0001142857142857,0.7142857142857143,0,4,encoder4x2_gl
encoder4x2_tb.dut._03_,5,0,0.0,0.000125,0.000125,0.375,0,5,encoder4x2_gl
encoder4x2_tb.dut._04_,1,0,0.0,2.5e-05,2.5e-05,0.25,0,1,encoder4x2_gl
encoder4x2_tb.dut._05_,6,0,0.0,0.00015,0.00015,0.5,0,6,encoder4x2_gl
encoder4x2_tb.dut._06_,3,0,0.0,7.5e-05,7.5e-05,0.875,0,3,encoder4x2_gl
encoder4x2_tb.dut._07_,6,0,0.0,0.00015,0.00015,0.625,0,6,encoder4x2_gl
encoder4x2_tb.dut.d[3:0],8,0,0.0,0.0002,0.0002,0.125,0,8,encoder4x2_gl
encoder4x2_tb.dut.out[1:0],7,0,0.0,0.000175,0.000175,0.375,0,7,encoder4x2_gl
encoder4x2_tb2.out[1:0],6,0,0.0,0.0001052631578947,0.0001052631578947,0.3508771929824561,0,6,encoder4x2_gl2
encoder4x2_tb2.d[3:0],7,0,0.0,0.0001228070175438,0.0001228070175438,0.175438596491228,0,7,encoder4x2_gl2
encoder4x2_tb2.dut._00_,4,0,0.0,7.017543859649122e-05,7.017543859649122e-05,0.3859649122807017,0,4,encoder4x2_gl2
encoder4x2_tb2.dut._01_,5,0,0.0,8.771929824561403e-05,8.771929824561403e-05,0.6491228070175439,0,5,encoder4x2_gl2
encoder4x2_tb2.dut._02_,2,0,0.0,8e-05,8e-05,0.8,0,2,encoder4x2_gl2
encoder4x2_tb2.dut._03_,4,0,0.0,7.017543859649122e-05,7.017543859649122e-05,0.3859649122807017,0,4,encoder4x2_gl2
encoder4x2_tb2.dut._04_,1,0,0.0,1.923076923076923e-05,1.923076923076923e-05,0.2884615384615384,0,1,encoder4x2_gl2
encoder4x2_tb2.dut._05_,5,0,0.0,8.771929824561403e-05,8.771929824561403e-05,0.5263157894736842,0,5,encoder4x2_gl2
encoder4x2_tb2.dut._06_,4,0,0.0,7.017543859649122e-05,7.017543859649122e-05,0.7017543859649122,0,4,encoder4x2_gl2
encoder4x2_tb2.dut._07_,5,0,0.0,8.771929824561403e-05,8.771929824561403e-05,0.6491228070175439,0,5,encoder4x2_gl2
encoder4x2_tb2.dut.d[3:0],7,0,0.0,0.0001228070175438,0.0001228070175438,0.175438596491228,0,7,encoder4x2_gl2
encoder4x2_tb2.dut.out[1:0],6,0,0.0,0.0001052631578947,0.0001052631578947,0.3508771929824561,0,6,encoder4x2_gl2
mux4x1_tb3.out,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.3333333333333333,0,4,mux4x1_gl3
mux4x1_tb3.a,4,0,0.0,0.0001333333333333,0.0001333333333333,0.6666666666666666,0,4,mux4x1_gl3
mux4x1_tb3.b,5,0,0.0,0.0001111111111111,0.0001111111111111,0.2222222222222222,0,5,mux4x1_gl3
mux4x1_tb3.c,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.5555555555555556,0,4,mux4x1_gl3
mux4x1_tb3.d,2,0,0.0,6.666666666666667e-05,6.666666666666667e-05,0.6666666666666666,0,2,mux4x1_gl3
mux4x1_tb3.sel[1:0],7,0,0.0,0.0001555555555555,0.0001555555555555,0.1111111111111111,0,7,mux4x1_gl3
mux4x1_tb3.dut.a,4,0,0.0,0.0001333333333333,0.0001333333333333,0.6666666666666666,0,4,mux4x1_gl3
mux4x1_tb3.dut.b,5,0,0.0,0.0001111111111111,0.0001111111111111,0.2222222222222222,0,5,mux4x1_gl3
mux4x1_tb3.dut.c,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.5555555555555556,0,4,mux4x1_gl3
mux4x1_tb3.dut.d,2,0,0.0,6.666666666666667e-05,6.666666666666667e-05,0.6666666666666666,0,2,mux4x1_gl3
mux4x1_tb3.dut.sel[1:0],7,0,0.0,0.0001555555555555,0.0001555555555555,0.1111111111111111,0,7,mux4x1_gl3
mux4x1_tb3.dut.w2,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.5555555555555556,0,4,mux4x1_gl3
mux4x1_tb3.dut.w1,4,0,0.0,0.0001333333333333,0.0001333333333333,0.5,0,4,mux4x1_gl3
mux4x1_tb3.dut.out,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.3333333333333333,0,4,mux4x1_gl3
mux4x1_tb3.dut.u1.a,4,0,0.0,0.0001333333333333,0.0001333333333333,0.6666666666666666,0,4,mux4x1_gl3
mux4x1_tb3.dut.u1.b,5,0,0.0,0.0001111111111111,0.0001111111111111,0.2222222222222222,0,5,mux4x1_gl3
mux4x1_tb3.dut.u1.sel,5,0,0.0,0.0001111111111111,0.0001111111111111,0.2222222222222222,0,5,mux4x1_gl3
mux4x1_tb3.dut.u1.out,4,0,0.0,0.0001333333333333,0.0001333333333333,0.5,0,4,mux4x1_gl3
mux4x1_tb3.dut.u2.a,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.5555555555555556,0,4,mux4x1_gl3
mux4x1_tb3.dut.u2.b,2,0,0.0,6.666666666666667e-05,6.666666666666667e-05,0.6666666666666666,0,2,mux4x1_gl3
mux4x1_tb3.dut.u2.sel,5,0,0.0,0.0001111111111111,0.0001111111111111,0.2222222222222222,0,5,mux4x1_gl3
mux4x1_tb3.dut.u2.out,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.5555555555555556,0,4,mux4x1_gl3
mux4x1_tb3.dut.u3.a,4,0,0.0,0.0001333333333333,0.0001333333333333,0.5,0,4,mux4x1_gl3
mux4x1_tb3.dut.u3.b,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.5555555555555556,0,4,mux4x1_gl3
mux4x1_tb3.dut.u3.sel,3,0,0.0,0.0001,0.0001,0.3333333333333333,0,3,mux4x1_gl3
mux4x1_tb3.dut.u3.out,4,0,0.0,8.888888888888889e-05,8.888888888888889e-05,0.3333333333333333,0,4,mux4x1_gl3
mux4x1_tb2.out,3,0,0.0,0.0001363636363636,0.0001363636363636,0.5909090909090909,0,3,mux4x1_gl2
mux4x1_tb2.a,3,0,0.0,8.108108108108108e-05,8.108108108108108e-05,0.7567567567567568,0,3,mux4x1_gl2
mux4x1_tb2.b,4,0,0.0,0.0001818181818181,0.0001818181818181,0.3636363636363636,0,4,mux4x1_gl2
mux4x1_tb2.c,5,0,0.0,0.0001111111111111,0.0001111111111111,0.5333333333333333,0,5,mux4x1_gl2
mux4x1_tb2.d,3,0,0.0,8.108108108108108e-05,8.108108108108108e-05,0.7297297297297297,0,3,mux4x1_gl2
mux4x1_tb2.sel[1:0],7,0,0.0,0.0001555555555555,0.0001555555555555,0.3111111111111111,0,7,mux4x1_gl2
mux4x1_tb2.dut.a,3,0,0.0,8.108108108108108e-05,8.108108108108108e-05,0.7567567567567568,0,3,mux4x1_gl2
mux4x1_tb2.dut.b,4,0,0.0,0.0001818181818181,0.0001818181818181,0.3636363636363636,0,4,mux4x1_gl2
mux4x1_tb2.dut.c,5,0,0.0,0.0001111111111111,0.0001111111111111,0.5333333333333333,0,5,mux4x1_gl2
mux4x1_tb2.dut.d,3,0,0.0,8.108108108108108e-05,8.108108108108108e-05,0.7297297297297297,0,3,mux4x1_gl2
mux4x1_tb2.dut.sel[1:0],7,0,0.0,0.0001555555555555,0.0001555555555555,0.3111111111111111,0,7,mux4x1_gl2
mux4x1_tb2.dut.w2,1,0,0.0,4.545454545454545e-05,4.545454545454545e-05,1.0,0,1,mux4x1_gl2
mux4x1_tb2.dut.w1,5,0,0.0,0.0001351351351351,0.0001351351351351,0.4864864864864865,0,5,mux4x1_gl2
mux4x1_tb2.dut.out,3,0,0.0,0.0001363636363636,0.0001363636363636,0.5909090909090909,0,3,mux4x1_gl2
mux4x1_tb2.dut.u1.a,3,0,0.0,8.108108108108108e-05,8.108108108108108e-05,0.7567567567567568,0,3,mux4x1_gl2
mux4x1_tb2.dut.u1.b,4,0,0.0,0.0001818181818181,0.0001818181818181,0.3636363636363636,0,4,mux4x1_gl2
mux4x1_tb2.dut.u1.sel,5,0,0.0,0.0001351351351351,0.0001351351351351,0.4324324324324324,0,5,mux4x1_gl2
mux4x1_tb2.dut.u1.out,5,0,0.0,0.0001351351351351,0.0001351351351351,0.4864864864864865,0,5,mux4x1_gl2
mux4x1_tb2.dut.u2.a,5,0,0.0,0.0001111111111111,0.0001111111111111,0.5333333333333333,0,5,mux4x1_gl2
mux4x1_tb2.dut.u2.b,3,0,0.0,8.108108108108108e-05,8.108108108108108e-05,0.7297297297297297,0,3,mux4x1_gl2
mux4x1_tb2.dut.u2.sel,5,0,0.0,0.0001351351351351,0.0001351351351351,0.4324324324324324,0,5,mux4x1_gl2
mux4x1_tb2.dut.u2.out,1,0,0.0,4.545454545454545e-05,4.545454545454545e-05,1.0,0,1,mux4x1_gl2
mux4x1_tb2.dut.u3.a,5,0,0.0,0.0001351351351351,0.0001351351351351,0.4864864864864865,0,5,mux4x1_gl2
mux4x1_tb2.dut.u3.b,1,0,0.0,4.545454545454545e-05,4.545454545454545e-05,1.0,0,1,mux4x1_gl2
mux4x1_tb2.dut.u3.sel,3,0,0.0,6.666666666666667e-05,6.666666666666667e-05,0.3777777777777777,0,3,mux4x1_gl2
mux4x1_tb2.dut.u3.out,3,0,0.0,0.0001363636363636,0.0001363636363636,0.5909090909090909,0,3,mux4x1_gl2
mux4x1_tb.out,3,0,0.0,0.00015,0.00015,0.75,0,3,mux4x1_gl
mux4x1_tb.a,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.8571428571428571,0,3,mux4x1_gl
mux4x1_tb.b,4,0,0.0,0.0002,0.0002,0.5,0,4,mux4x1_gl
mux4x1_tb.c,4,0,0.0,0.0001142857142857,0.0001142857142857,0.4285714285714285,0,4,mux4x1_gl
mux4x1_tb.d,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.8285714285714286,0,3,mux4x1_gl
mux4x1_tb.sel[1:0],6,0,0.0,0.0001714285714285,0.0001714285714285,0.1428571428571428,0,6,mux4x1_gl
mux4x1_tb.dut.a,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.8571428571428571,0,3,mux4x1_gl
mux4x1_tb.dut.b,4,0,0.0,0.0002,0.0002,0.5,0,4,mux4x1_gl
mux4x1_tb.dut.c,4,0,0.0,0.0001142857142857,0.0001142857142857,0.4285714285714285,0,4,mux4x1_gl
mux4x1_tb.dut.d,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.8285714285714286,0,3,mux4x1_gl
mux4x1_tb.dut.sel[1:0],6,0,0.0,0.0001714285714285,0.0001714285714285,0.1428571428571428,0,6,mux4x1_gl
mux4x1_tb.dut.w2,1,0,0.0,5e-05,5e-05,1.0,0,1,mux4x1_gl
mux4x1_tb.dut.w1,5,0,0.0,0.0001428571428571,0.0001428571428571,0.6857142857142857,0,5,mux4x1_gl
mux4x1_tb.dut.out,3,0,0.0,0.00015,0.00015,0.75,0,3,mux4x1_gl
mux4x1_tb.dut.u1.a,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.8571428571428571,0,3,mux4x1_gl
mux4x1_tb.dut.u1.b,4,0,0.0,0.0002,0.0002,0.5,0,4,mux4x1_gl
mux4x1_tb.dut.u1.sel,5,0,0.0,0.0001428571428571,0.0001428571428571,0.3142857142857143,0,5,mux4x1_gl
mux4x1_tb.dut.u1.out,5,0,0.0,0.0001428571428571,0.0001428571428571,0.6857142857142857,0,5,mux4x1_gl
mux4x1_tb.dut.u2.a,4,0,0.0,0.0001142857142857,0.0001142857142857,0.4285714285714285,0,4,mux4x1_gl
mux4x1_tb.dut.u2.b,3,0,0.0,8.571428571428571e-05,8.571428571428571e-05,0.8285714285714286,0,3,mux4x1_gl
mux4x1_tb.dut.u2.sel,5,0,0.0,0.0001428571428571,0.0001428571428571,0.3142857142857143,0,5,mux4x1_gl
mux4x1_tb.dut.u2.out,1,0,0.0,5e-05,5e-05,1.0,0,1,mux4x1_gl
mux4x1_tb.dut.u3.a,5,0,0.0,0.0001428571428571,0.0001428571428571,0.6857142857142857,0,5,mux4x1_gl
mux4x1_tb.dut.u3.b,1,0,0.0,5e-05,5e-05,1.0,0,1,mux4x1_gl
mux4x1_tb.dut.u3.sel,2,0,0.0,5.714285714285714e-05,5.714285714285714e-05,0.5714285714285714,0,2,mux4x1_gl
mux4x1_tb.dut.u3.out,3,0,0.0,0.00015,0.00015,0.75,0,3,mux4x1_gl
