signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
srff_tb2.qb,5,0,0.0,0.0001,0.0001,0.24,0,5
srff_tb2.q,5,0,0.0,0.0001,0.0001,0.56,0,5
srff_tb2.clk,26,0,0.0,0.0005,0.0005,0.5,0,26
srff_tb2.sr[1:0],8,0,0.0,0.00017021276595744682,0.00017021276595744682,0.2127659574468085,0,8
srff_tb2.dut._0_,5,0,0.0,0.00010638297872340425,0.00010638297872340425,0.6595744680851063,0,5
srff_tb2.dut._1_,5,0,0.0,0.00010638297872340425,0.00010638297872340425,0.5957446808510638,0,5
srff_tb2.dut._2_,6,0,0.0,0.00015384615384615385,0.00015384615384615385,0.5384615384615384,0,6
srff_tb2.dut.clk,26,0,0.0,0.0005,0.0005,0.5,0,26
srff_tb2.dut.qb,5,0,0.0,0.0001,0.0001,0.24,0,5
srff_tb2.dut.sr[1:0],8,0,0.0,0.00017021276595744682,0.00017021276595744682,0.2127659574468085,0,8
srff_tb2.dut.q,5,0,0.0,0.0001,0.0001,0.56,0,5
