signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
cyclic_tb.clock,12,0,0.0,0.125,0.125,0.5,0,12
cyclic_tb.DUT.clock,12,0,0.0,0.125,0.125,0.5,0,12
