signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
decoder2x4_tb3.out[3:0],5,0,0.0,0.000125,0.000125,0.125,0,5
decoder2x4_tb3.in[1:0],5,0,0.0,0.000125,0.000125,0.25,0,5
decoder2x4_tb3.dut.in[1:0],5,0,0.0,0.000125,0.000125,0.25,0,5
decoder2x4_tb3.dut.out[3:0],5,0,0.0,0.000125,0.000125,0.125,0,5
