signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
full_adder_tb2.sum,3,0,0.0,6.976744186046511e-05,6.976744186046511e-05,0.627906976744186,0,3
full_adder_tb2.carry,4,0,0.0,0.00011111111111111112,0.00011111111111111112,0.7222222222222222,0,4
full_adder_tb2.a,2,0,0.0,4.651162790697674e-05,4.651162790697674e-05,0.3953488372093023,0,2
full_adder_tb2.b,1,0,0.0,2.777777777777778e-05,2.777777777777778e-05,1.0,0,1
full_adder_tb2.c,4,0,0.0,0.00011111111111111112,0.00011111111111111112,0.7222222222222222,0,4
full_adder_tb2.dut.a,2,0,0.0,4.651162790697674e-05,4.651162790697674e-05,0.3953488372093023,0,2
full_adder_tb2.dut.b,1,0,0.0,2.777777777777778e-05,2.777777777777778e-05,1.0,0,1
full_adder_tb2.dut.c,4,0,0.0,0.00011111111111111112,0.00011111111111111112,0.7222222222222222,0,4
full_adder_tb2.dut.carry,4,0,0.0,0.00011111111111111112,0.00011111111111111112,0.7222222222222222,0,4
full_adder_tb2.dut.w3,2,0,0.0,9.523809523809524e-05,9.523809523809524e-05,0.7619047619047619,0,2
full_adder_tb2.dut.w2,2,0,0.0,5.555555555555556e-05,5.555555555555556e-05,0.2777777777777778,0,2
full_adder_tb2.dut.w1,3,0,0.0,6.976744186046511e-05,6.976744186046511e-05,0.7674418604651163,0,3
full_adder_tb2.dut.sum,3,0,0.0,6.976744186046511e-05,6.976744186046511e-05,0.627906976744186,0,3
full_adder_tb2.dut.ha1.a,2,0,0.0,4.651162790697674e-05,4.651162790697674e-05,0.3953488372093023,0,2
full_adder_tb2.dut.ha1.b,1,0,0.0,2.777777777777778e-05,2.777777777777778e-05,1.0,0,1
full_adder_tb2.dut.ha1.carry,2,0,0.0,5.555555555555556e-05,5.555555555555556e-05,0.2777777777777778,0,2
full_adder_tb2.dut.ha1.sum,3,0,0.0,6.976744186046511e-05,6.976744186046511e-05,0.7674418604651163,0,3
full_adder_tb2.dut.ha2.a,3,0,0.0,6.976744186046511e-05,6.976744186046511e-05,0.7674418604651163,0,3
full_adder_tb2.dut.ha2.b,4,0,0.0,0.00011111111111111112,0.00011111111111111112,0.7222222222222222,0,4
full_adder_tb2.dut.ha2.carry,2,0,0.0,9.523809523809524e-05,9.523809523809524e-05,0.7619047619047619,0,2
full_adder_tb2.dut.ha2.sum,3,0,0.0,6.976744186046511e-05,6.976744186046511e-05,0.627906976744186,0,3
