signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
ALU_tb.Z[15:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
ALU_tb.S,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.P,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.X[15:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
ALU_tb.Y[15:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
ALU_tb.DUT.Parity,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.DUT.Parity_reg,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.DUT.Sign,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT.Sign_reg,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT.X[15:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
ALU_tb.DUT.Y[15:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
ALU_tb.DUT._006_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._007_,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT._008_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._009_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._013_,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT._014_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0,2
ALU_tb.DUT._018_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._019_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._020_,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT._021_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._022_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._025_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._030_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._032_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._036_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._037_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._041_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._042_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._043_,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.DUT._044_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._045_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._046_,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT._047_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._048_,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT._049_,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.DUT._050_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._051_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._054_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0,2
ALU_tb.DUT._058_,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.DUT._059_,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT._060_,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.DUT._061_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0,2
ALU_tb.DUT._065_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0,2
