signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
vm_tb.out,2,0,0.0,7.142857142857143e-05,7.142857142857143e-05,0.25,0,2
vm_tb.clk,7,0,0.0,0.00014285714285714287,0.00014285714285714287,0.42857142857142855,0,7
vm_tb.in[1:0],2,0,0.0,7.142857142857143e-05,7.142857142857143e-05,0.7857142857142857,0,2
vm_tb.reset,1,0,0.0,0.00016666666666666666,0.00016666666666666666,1.0,0,1
vm_tb.dut.clk,7,0,0.0,0.00014285714285714287,0.00014285714285714287,0.42857142857142855,0,7
vm_tb.dut.in[1:0],2,0,0.0,7.142857142857143e-05,7.142857142857143e-05,0.7857142857142857,0,2
vm_tb.dut.reset,1,0,0.0,0.00016666666666666666,0.00016666666666666666,1.0,0,1
vm_tb.dut.c_state[1:0],2,0,0.0,9.523809523809524e-05,9.523809523809524e-05,0.6666666666666666,0,2
vm_tb.dut.n_state[1:0],4,0,0.0,0.00014285714285714287,0.00014285714285714287,0.03571428571428571,0,4
vm_tb.dut.out,2,0,0.0,7.142857142857143e-05,7.142857142857143e-05,0.25,0,2
