signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
MIPS_tb.clk1,63,0,0.0,0.063,0.063,0.248,0,63
MIPS_tb.clk2,62,0,0.0,0.0625,0.0625,0.25,0,62
MIPS_tb.DUT.clk1,63,0,0.0,0.063,0.063,0.248,0,63
MIPS_tb.DUT.clk2,62,0,0.0,0.0625,0.0625,0.25,0,62
