signal,total_toggles,avg_toggle_rate,peak_toggle_rate,activity_factor,toggle_density,duty_cycle
mux4x1_tb3.out,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.3333333333333333
mux4x1_tb3.a,4,0.00013333333333333334,3.3333333333333335e-05,1.3333333333333334e-12,0.00013333333333333334,0.6666666666666666
mux4x1_tb3.b,5,0.00011111111111111112,2.2222222222222223e-05,1.1111111111111112e-12,0.00011111111111111112,0.2222222222222222
mux4x1_tb3.c,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.5555555555555556
mux4x1_tb3.d,2,6.666666666666667e-05,3.3333333333333335e-05,6.666666666666667e-13,6.666666666666667e-05,0.6666666666666666
mux4x1_tb3.sel[1:0],7,0.00015555555555555556,2.2222222222222223e-05,1.5555555555555556e-12,0.00015555555555555556,0.1111111111111111
mux4x1_tb3.dut.a,4,0.00013333333333333334,3.3333333333333335e-05,1.3333333333333334e-12,0.00013333333333333334,0.6666666666666666
mux4x1_tb3.dut.b,5,0.00011111111111111112,2.2222222222222223e-05,1.1111111111111112e-12,0.00011111111111111112,0.2222222222222222
mux4x1_tb3.dut.c,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.5555555555555556
mux4x1_tb3.dut.d,2,6.666666666666667e-05,3.3333333333333335e-05,6.666666666666667e-13,6.666666666666667e-05,0.6666666666666666
mux4x1_tb3.dut.sel[1:0],7,0.00015555555555555556,2.2222222222222223e-05,1.5555555555555556e-12,0.00015555555555555556,0.1111111111111111
mux4x1_tb3.dut.w2,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.5555555555555556
mux4x1_tb3.dut.w1,4,0.00013333333333333334,3.3333333333333335e-05,1.3333333333333334e-12,0.00013333333333333334,0.5
mux4x1_tb3.dut.out,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.3333333333333333
mux4x1_tb3.dut.u1.a,4,0.00013333333333333334,3.3333333333333335e-05,1.3333333333333334e-12,0.00013333333333333334,0.6666666666666666
mux4x1_tb3.dut.u1.b,5,0.00011111111111111112,2.2222222222222223e-05,1.1111111111111112e-12,0.00011111111111111112,0.2222222222222222
mux4x1_tb3.dut.u1.sel,5,0.00011111111111111112,2.2222222222222223e-05,1.1111111111111112e-12,0.00011111111111111112,0.2222222222222222
mux4x1_tb3.dut.u1.out,4,0.00013333333333333334,3.3333333333333335e-05,1.3333333333333334e-12,0.00013333333333333334,0.5
mux4x1_tb3.dut.u2.a,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.5555555555555556
mux4x1_tb3.dut.u2.b,2,6.666666666666667e-05,3.3333333333333335e-05,6.666666666666667e-13,6.666666666666667e-05,0.6666666666666666
mux4x1_tb3.dut.u2.sel,5,0.00011111111111111112,2.2222222222222223e-05,1.1111111111111112e-12,0.00011111111111111112,0.2222222222222222
mux4x1_tb3.dut.u2.out,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.5555555555555556
mux4x1_tb3.dut.u3.a,4,0.00013333333333333334,3.3333333333333335e-05,1.3333333333333334e-12,0.00013333333333333334,0.5
mux4x1_tb3.dut.u3.b,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.5555555555555556
mux4x1_tb3.dut.u3.sel,3,0.0001,3.3333333333333335e-05,1e-12,0.0001,0.3333333333333333
mux4x1_tb3.dut.u3.out,4,8.888888888888889e-05,2.2222222222222223e-05,8.888888888888889e-13,8.888888888888889e-05,0.3333333333333333
