signal,total_toggles,avg_toggle_rate,peak_toggle_rate,activity_factor,toggle_density,duty_cycle
counter_tb.count[3:0],2,0.1,0.05,1e-09,0.1,0.5
counter_tb.clk,5,0.2,0.04,2e-09,0.2,0.4
counter_tb.rst,1,0.2,0.2,2e-09,0.2,1.0
counter_tb.uut.clk,5,0.2,0.04,2e-09,0.2,0.4
counter_tb.uut.rst,1,0.2,0.2,2e-09,0.2,1.0
counter_tb.uut.count[3:0],2,0.1,0.05,1e-09,0.1,0.5
