signal,total_toggles,avg_toggle_rate,peak_toggle_rate,activity_factor,toggle_density,duty_cycle
decoder2x4_tb3.out[3:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.125
decoder2x4_tb3.in[1:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.25
decoder2x4_tb3.dut.in[1:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.25
decoder2x4_tb3.dut.out[3:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.125
