signal,total_toggles,avg_toggle_rate,peak_toggle_rate,activity_factor,toggle_density,duty_cycle
encoder4x2_tb.out[1:0],7,0.000175,2.5e-05,1.75e-12,0.000175,0.375
encoder4x2_tb.d[3:0],8,0.0002,2.5e-05,2e-12,0.0002,0.125
encoder4x2_tb.dut.d[3:0],8,0.0002,2.5e-05,2e-12,0.0002,0.125
encoder4x2_tb.dut.out[1:0],7,0.000175,2.5e-05,1.75e-12,0.000175,0.375
