signal,total_toggles,avg_toggle_rate,peak_toggle_rate,activity_factor,toggle_density,duty_cycle
half_adder_tb.SUM,2,6.666666666666667e-05,3.3333333333333335e-05,6.666666666666667e-13,6.666666666666667e-05,0.6666666666666666
half_adder_tb.CARRY,1,3.3333333333333335e-05,3.3333333333333335e-05,3.3333333333333334e-13,3.3333333333333335e-05,0.0
half_adder_tb.t_a,1,5e-05,5e-05,5e-13,5e-05,0.0
half_adder_tb.t_b,3,0.0001,3.3333333333333335e-05,1e-12,0.0001,0.3333333333333333
half_adder_tb.dut.a,1,5e-05,5e-05,5e-13,5e-05,0.0
half_adder_tb.dut.b,3,0.0001,3.3333333333333335e-05,1e-12,0.0001,0.3333333333333333
half_adder_tb.dut.carry,1,3.3333333333333335e-05,3.3333333333333335e-05,3.3333333333333334e-13,3.3333333333333335e-05,0.0
half_adder_tb.dut.sum,2,6.666666666666667e-05,3.3333333333333335e-05,6.666666666666667e-13,6.666666666666667e-05,0.6666666666666666
